"id": "1","label": "CpuUtilise"#
2022/11/17 11:50:01#5
2022/11/17 11:51:03#5
2022/11/17 11:52:03#6
2022/11/17 11:53:04#8
2022/11/17 11:54:06#5
2022/11/17 11:55:08#5
2022/11/17 11:56:09#5
2022/11/17 11:57:11#6
2022/11/17 11:58:12#6
2022/11/17 11:59:14#6
2022/11/17 12:00:14#7
2022/11/17 12:01:16#9
2022/11/17 12:02:17#7
2022/11/17 12:03:19#6
2022/11/17 12:04:21#8
2022/11/17 12:05:22#10
2022/11/17 12:06:23#5
2022/11/17 12:07:25#6
2022/11/17 12:08:25#22
2022/11/17 12:09:26#12
2022/11/17 12:10:28#10
2022/11/17 12:11:30#6
2022/11/17 12:12:32#6
2022/11/17 12:13:33#6
2022/11/17 12:14:34#7
2022/11/17 12:15:35#6
2022/11/17 12:16:36#6
2022/11/17 12:17:37#7
2022/11/17 12:18:38#10
2022/11/17 12:19:40#7
2022/11/17 12:20:42#7
2022/11/17 12:21:43#6
2022/11/17 12:22:45#9
2022/11/17 12:23:46#8
2022/11/17 12:24:48#5
2022/11/17 12:25:48#7
2022/11/17 12:26:49#9
2022/11/17 12:27:51#8
2022/11/17 12:28:53#8
2022/11/17 12:29:54#8
2022/11/17 12:30:56#7
2022/11/17 12:31:57#7
2022/11/17 12:32:58#9
2022/11/17 12:33:59#8
2022/11/17 12:35:00#8
2022/11/17 12:36:01#10
2022/11/17 12:37:04#11
2022/11/17 12:38:05#14
2022/11/17 12:39:06#11
2022/11/17 12:40:08#9
2022/11/17 12:41:09#9
2022/11/17 12:42:10#9
2022/11/17 12:43:11#7
2022/11/17 12:44:13#8
2022/11/17 12:45:15#7
2022/11/17 12:46:17#9
2022/11/17 12:47:18#8
2022/11/17 12:48:19#8
2022/11/17 12:49:21#6
